preset_name,nozzle_variant,nozzle_diameter,high_flow,indx,filament_type,filament_vendor,filament_max_volumetric_speed,temperature,first_layer_temperature,bed_temperature,first_layer_bed_temperature,chamber_temperature,chamber_minimal_temperature,extrusion_multiplier,filament_abrasive,filament_retract_length,filament_retract_speed,min_fan_speed,max_fan_speed,cooling,fan_always_on,filament_shrinkage_compensation_xy,pressure_advance_m572_s,pa_conditional,pa_note
Filament PM PLA @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Filament PM,21,220,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PLA @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Filament PM,24,225,230,60,60,20,0,1,,,,85,100,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PLA @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Filament PM,28,225,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PLA @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Filament PM,35,225,230,60,60,20,0,1,,,,85,100,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PLA+ @COREONE,0.4,0.4,0,0,PLA,Filament PM,15,220,230,60,60,20,0,1,,,,35,55,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PLA+ @COREONE 0.6,0.6,0.6,0,0,PLA,Filament PM,15.5,220,230,60,60,20,0,1,,,,35,55,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PLA+ @COREONE 0.8,0.8,0.8,0,0,PLA,Filament PM,19,220,230,60,60,20,0,1,,,,35,55,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PLA+ @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Filament PM,21,225,230,60,60,20,0,1,,,,35,55,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PLA+ @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Filament PM,24,225,230,60,60,20,0,1,,,,35,55,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PLA+ @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Filament PM,28,225,230,60,60,20,0,1,,,,35,55,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PLA+ @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Filament PM,35,225,230,60,60,20,0,1,,,,35,55,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM ASA @COREONE,0.4,0.4,0,0,ASA,Filament PM,15,255,255,105,105,55,40,1,,,,15,20,1,1,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM ASA @COREONE 0.6,0.6,0.6,0,0,ASA,Filament PM,15,255,255,105,105,55,40,1,,,,15,20,1,1,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM ASA @COREONE 0.8,0.8,0.8,0,0,ASA,Filament PM,18,255,255,105,105,55,40,1,,,,15,20,1,1,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM ASA @COREONE HF0.4,HF0.4,0.4,1,0,ASA,Filament PM,25,255,255,105,105,55,40,1,,,,15,20,1,1,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM ASA @COREONE HF0.5,HF0.5,0.5,1,0,ASA,Filament PM,27,255,255,105,105,55,40,1,,,,15,20,1,1,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM ASA @COREONE HF0.6,HF0.6,0.6,1,0,ASA,Filament PM,34,255,255,105,105,55,40,1,,,,15,20,1,1,0.22%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM ASA @COREONE HF0.8,HF0.8,0.8,1,0,ASA,Filament PM,36,255,255,105,105,55,40,1,,,,15,20,1,1,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM CFJet @COREONE,0.4,0.4,0,0,PETG,Filament PM,12,255,245,90,85,35,0,1,1,0.8,,30,60,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM CFJet @COREONE 0.6,0.6,0.6,0,0,PETG,Filament PM,17,255,245,90,85,35,0,1,1,0.8,,30,60,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM CFJet @COREONE 0.8,0.8,0.8,0,0,PETG,Filament PM,22,255,245,90,85,,,1,1,0.8,,25,45,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PAJet @COREONE,0.4,0.4,0,0,PA,Filament PM,7,245,245,115,110,55,40,1.1,,1,,15,15,0,0,0.28%,0.05,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PAJet @COREONE 0.6,0.6,0.6,0,0,PA,Filament PM,7,245,245,115,110,55,40,1.1,,1,,15,15,0,0,0.28%,0.025,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PAJet @COREONE 0.8,0.8,0.8,0,0,PA,Filament PM,10,245,245,115,110,55,40,1.1,,1,,15,15,0,0,0.28%,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PA-CFJet @COREONE,0.4,0.4,0,0,PA,Filament PM,5,245,245,115,110,55,40,1.02,1,1,,15,15,0,0,0%,0.05,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PA-CFJet @COREONE 0.6,0.6,0.6,0,0,PA,Filament PM,7,245,245,115,110,55,40,1.02,1,1,,15,15,0,0,0%,0.025,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PA-CFJet @COREONE 0.8,0.8,0.8,0,0,PA,Filament PM,10,245,245,115,110,55,40,1.02,1,1,,15,15,0,0,0%,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM FRJet @COREONE,0.4,0.4,0,0,PETG,Filament PM,12,240,240,90,85,35,0,0.95,,0.8,,30,60,0,0,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM FRJet @COREONE 0.6,0.6,0.6,0,0,PETG,Filament PM,17,240,240,90,85,35,0,0.95,,0.8,,30,60,0,0,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM FRJet @COREONE 0.8,0.8,0.8,0,0,PETG,Filament PM,22,240,240,90,85,35,0,0.95,,0.8,,30,65,0,0,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PC-ABS @COREONE,0.4,0.4,0,0,PC,Filament PM,12,275,275,110,110,55,40,1,,,,12,12,0,0,0.18%,0.05,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PC-ABS @COREONE 0.6,0.6,0.6,0,0,PC,Filament PM,14,275,275,110,110,55,40,1,,,,15,15,0,0,0.18%,0.025,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PC-ABS @COREONE 0.8,0.8,0.8,0,0,PC,Filament PM,18,275,275,110,110,55,40,1,,,,15,15,0,0,0.18%,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Filament PM PPJet @COREONE,0.4,0.4,0,0,PP,Filament PM,3,230,235,110,110,0,0,1.15,,2.5,60,20,30,1,1,,,,no M572 in start_filament_gcode
Filament PM PPJet @COREONE 0.6,0.6,0.6,0,0,PP,Filament PM,4.5,230,235,110,110,0,0,1.15,,2.5,60,20,30,1,1,,,,no M572 in start_filament_gcode
Filament PM PPJet @COREONE 0.8,0.8,0.8,0,0,PP,Filament PM,6,230,235,110,110,0,0,1.15,,2.5,60,20,30,1,1,,,,no M572 in start_filament_gcode
Filament PM TPE88 RubberJet @COREONE,0.4,0.4,0,0,FLEX,Filament PM,3,240,240,0,0,30,0,1.14,,2.5,60,10,10,0,1,,,,no M572 in start_filament_gcode
Filament PM TPE88 RubberJet @COREONE 0.6,0.6,0.6,0,0,FLEX,Filament PM,4,235,240,0,0,30,0,1.14,,2.5,60,10,10,0,1,,,,no M572 in start_filament_gcode
Filament PM TPE88 RubberJet @COREONE 0.8,0.8,0.8,0,0,FLEX,Filament PM,5,240,240,0,0,30,0,1.14,,2.5,60,10,10,0,1,,,,no M572 in start_filament_gcode
AmazonBasics PLA @COREONE,0.4,0.4,0,0,PLA,AmazonBasics,15,220,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
AmazonBasics PLA @COREONE 0.6,0.6,0.6,0,0,PLA,AmazonBasics,15,210,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
AmazonBasics PLA @COREONE 0.8,0.8,0.8,0,0,PLA,AmazonBasics,19,220,230,60,60,20,0,1,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
AmazonBasics PLA @COREONE HF0.4,HF0.4,0.4,1,0,PLA,AmazonBasics,21,220,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
AmazonBasics PLA @COREONE HF0.5,HF0.5,0.5,1,0,PLA,AmazonBasics,24,220,230,60,60,20,0,1,,,,85,100,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
AmazonBasics PLA @COREONE HF0.6,HF0.6,0.6,1,0,PLA,AmazonBasics,28,220,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
AmazonBasics PLA @COREONE HF0.8,HF0.8,0.8,1,0,PLA,AmazonBasics,35,220,230,60,60,20,0,1,,,,85,100,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo PLA @COREONE,0.4,0.4,0,0,PLA,Elegoo,15,220,230,60,60,20,0,1,,,,85,100,1,1,,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo PLA @COREONE 0.6,0.6,0.6,0,0,PLA,Elegoo,15.5,220,230,60,60,20,0,1,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo PLA @COREONE 0.8,0.8,0.8,0,0,PLA,Elegoo,19,220,230,60,60,20,0,1,,,,85,100,1,1,,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo PLA @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Elegoo,21,220,230,60,60,20,0,1,,,,85,100,1,1,,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo PLA @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Elegoo,24,220,230,60,60,20,0,1,,,,85,100,1,1,,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo PLA @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Elegoo,28,220,230,60,60,20,0,1,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo PLA @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Elegoo,35,220,230,60,60,20,0,1,,,,85,100,1,1,,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo Rapid PETG @COREONE,0.4,0.4,0,0,PETG,Elegoo,14,250,250,85,85,35,0,1,,0.8,,30,60,1,1,,0.038,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo Rapid PETG @COREONE 0.6,0.6,0.6,0,0,PETG,Elegoo,17,250,250,85,85,35,0,1,,0.8,,30,60,1,1,,0.023,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo Rapid PETG @COREONE 0.8,0.8,0.8,0,0,PETG,Elegoo,22,250,250,85,85,35,0,1,,0.8,,30,65,1,1,,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo Rapid PETG @COREONE HF0.4,HF0.4,0.4,1,0,PETG,Elegoo,25,250,250,85,85,35,0,1,,0.8,,30,60,1,1,,0.038,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo Rapid PETG @COREONE HF0.5,HF0.5,0.5,1,0,PETG,Elegoo,28,250,250,85,85,35,0,1,,0.8,,30,60,1,1,,0.03,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo Rapid PETG @COREONE HF0.6,HF0.6,0.6,1,0,PETG,Elegoo,32,250,250,85,85,35,0,1,,0.8,,30,60,1,1,,0.023,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo Rapid PETG @COREONE HF0.8,HF0.8,0.8,1,0,PETG,Elegoo,39,260,260,85,85,35,0,1,,0.8,,30,65,1,1,,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo Rapid PLA+ @COREONE,0.4,0.4,0,0,PLA,Elegoo,17,230,230,60,60,20,0,1,,,,85,100,1,1,,0.027,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo Rapid PLA+ @COREONE 0.6,0.6,0.6,0,0,PLA,Elegoo,18,230,230,60,60,20,0,1,,,,85,100,1,1,,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo Rapid PLA+ @COREONE 0.8,0.8,0.8,0,0,PLA,Elegoo,20,230,230,60,60,20,0,1,,,,85,100,1,1,,0.011,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo Rapid PLA+ @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Elegoo,25,230,230,60,60,20,0,1,,,,85,100,1,1,,0.027,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo Rapid PLA+ @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Elegoo,26,230,230,60,60,20,0,1,,,,85,100,1,1,,0.019,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo Rapid PLA+ @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Elegoo,32,230,230,60,60,20,0,1,,,,85,100,1,1,,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Elegoo Rapid PLA+ @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Elegoo,37,230,230,60,60,20,0,1,,,,85,100,1,1,,0.011,conditional,S value templated on nozzle_diameter; resolved for this variant
3DJAKE ecoPLA @COREONE,0.4,0.4,0,0,PLA,3DJAKE,14,220,230,60,60,20,0,1.01,,,,85,100,1,1,,0.03,conditional,S value templated on nozzle_diameter; resolved for this variant
3DJAKE ecoPLA @COREONE 0.6,0.6,0.6,0,0,PLA,3DJAKE,15.5,220,230,60,60,20,0,1.01,,,,85,100,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
3DJAKE ecoPLA @COREONE 0.8,0.8,0.8,0,0,PLA,3DJAKE,19,220,230,60,60,20,0,1.01,,,,85,100,1,1,,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
3DJAKE ecoPLA @COREONE HF0.4,HF0.4,0.4,1,0,PLA,3DJAKE,21,220,230,60,60,20,0,1.01,,,,85,100,1,1,,0.03,conditional,S value templated on nozzle_diameter; resolved for this variant
3DJAKE ecoPLA @COREONE HF0.5,HF0.5,0.5,1,0,PLA,3DJAKE,24,220,230,60,60,20,0,1.01,,,,85,100,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
3DJAKE ecoPLA @COREONE HF0.6,HF0.6,0.6,1,0,PLA,3DJAKE,28,220,230,60,60,20,0,1.01,,,,85,100,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
3DJAKE ecoPLA @COREONE HF0.8,HF0.8,0.8,1,0,PLA,3DJAKE,35,220,230,60,60,20,0,1.01,,,,85,100,1,1,,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PLA+ 2.0 @COREONE,0.4,0.4,0,0,PLA,Sunlu,17,220,230,60,60,20,0,1,,,,85,100,1,1,,0.028,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PLA+ 2.0 @COREONE 0.6,0.6,0.6,0,0,PLA,Sunlu,18,220,230,60,60,20,0,1,,,,85,100,1,1,,0.017,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PLA+ 2.0 @COREONE 0.8,0.8,0.8,0,0,PLA,Sunlu,20,220,230,60,60,20,0,1,,,,85,100,1,1,,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PLA+ 2.0 @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Sunlu,25,220,230,60,60,20,0,1,,,,85,100,1,1,,0.028,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PLA+ 2.0 @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Sunlu,26,220,230,60,60,20,0,1,,,,85,100,1,1,,0.019,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PLA+ 2.0 @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Sunlu,32,220,230,60,60,20,0,1,,,,85,100,1,1,,0.017,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PLA+ 2.0 @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Sunlu,37,220,230,60,60,20,0,1,,,,85,100,1,1,,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PLA @COREONE,0.4,0.4,0,0,PLA,Sunlu,14,220,230,60,60,20,0,1,,,,85,100,1,1,,0.03,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PLA @COREONE 0.6,0.6,0.6,0,0,PLA,Sunlu,15.5,220,230,60,60,20,0,1,,,,85,100,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PLA @COREONE 0.8,0.8,0.8,0,0,PLA,Sunlu,19,220,230,60,60,20,0,1,,,,85,100,1,1,,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PLA @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Sunlu,20,220,230,60,60,20,0,1,,,,85,100,1,1,,0.03,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PLA @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Sunlu,22,220,230,60,60,20,0,1,,,,85,100,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PLA @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Sunlu,28,220,230,60,60,20,0,1,,,,85,100,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PLA @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Sunlu,32,220,230,60,60,20,0,1,,,,85,100,1,1,,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PETG @COREONE,0.4,0.4,0,0,PETG,Sunlu,11,245,245,85,85,35,0,1,,0.8,,30,60,1,1,,0.048,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PETG @COREONE 0.6,0.6,0.6,0,0,PETG,Sunlu,17,245,245,85,85,35,0,1,,0.8,,30,60,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PETG @COREONE 0.8,0.8,0.8,0,0,PETG,Sunlu,22,245,245,85,85,35,0,1,,0.8,,30,65,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PETG @COREONE HF0.4,HF0.4,0.4,1,0,PETG,Sunlu,20,250,250,85,85,35,0,1,,0.8,,30,60,1,1,,0.045,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PETG @COREONE HF0.5,HF0.5,0.5,1,0,PETG,Sunlu,24,245,245,85,85,35,0,1,,0.8,,30,60,1,1,,0.04,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PETG @COREONE HF0.6,HF0.6,0.6,1,0,PETG,Sunlu,28,245,245,85,85,35,0,1,,0.8,,30,60,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Sunlu PETG @COREONE HF0.8,HF0.8,0.8,1,0,PETG,Sunlu,35,260,260,85,85,35,0,1,,0.8,,30,65,1,1,,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA+ @COREONE,0.4,0.4,0,0,PLA,Numakers,15,220,230,60,60,20,0,1,,,,85,100,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA+ @COREONE 0.6,0.6,0.6,0,0,PLA,Numakers,15.5,220,230,60,60,20,0,1,,,,85,100,1,1,,0.019,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA+ @COREONE 0.8,0.8,0.8,0,0,PLA,Numakers,19,220,230,60,60,20,0,1,,,,85,100,1,1,,0.013,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA+ @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Numakers,21,220,230,60,60,20,0,1,,,,85,100,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA+ @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Numakers,22,225,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA+ @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Numakers,26,225,230,60,60,20,0,1,,,,85,100,1,1,,0.019,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA+ @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Numakers,31,225,230,60,60,20,0,1,,,,85,100,1,1,,0.013,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA Silk @COREONE,0.4,0.4,0,0,PLA,Numakers,7,225,230,60,60,20,0,1.03,,,,85,100,1,1,,0.03,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA Silk @COREONE 0.6,0.6,0.6,0,0,PLA,Numakers,9,225,230,60,60,20,0,1.03,,,,85,100,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA Silk @COREONE 0.8,0.8,0.8,0,0,PLA,Numakers,12,225,230,60,60,20,0,1.03,,,,85,100,1,1,,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PETG-HS @COREONE,0.4,0.4,0,0,PETG,Numakers,12,235,245,85,85,35,0,1.02,,0.8,,30,60,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PETG-HS @COREONE 0.6,0.6,0.6,0,0,PETG,Numakers,17,235,245,85,85,35,0,1.02,,0.8,,30,60,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PETG-HS @COREONE 0.8,0.8,0.8,0,0,PETG,Numakers,22,235,245,85,85,35,0,1.02,,0.8,,30,65,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PETG-HS @COREONE HF0.4,HF0.4,0.4,1,0,PETG,Numakers,20,235,245,85,85,35,0,1.02,,0.8,,30,60,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PETG-HS @COREONE HF0.5,HF0.5,0.5,1,0,PETG,Numakers,24,235,245,85,85,35,0,1.02,,0.8,,30,60,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PETG-HS @COREONE HF0.6,HF0.6,0.6,1,0,PETG,Numakers,30,235,245,85,85,35,0,1.02,,0.8,,30,60,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PETG-HS @COREONE HF0.8,HF0.8,0.8,1,0,PETG,Numakers,36,235,245,85,85,35,0,1.02,,0.8,,30,65,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA Matte @COREONE,0.4,0.4,0,0,PLA,Numakers,15,230,235,60,60,20,0,1.027,,,,85,100,1,1,,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA Matte @COREONE 0.6,0.6,0.6,0,0,PLA,Numakers,15.5,230,235,60,60,20,0,1.027,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA Matte @COREONE 0.8,0.8,0.8,0,0,PLA,Numakers,19,230,235,60,60,20,0,1.027,,,,85,100,1,1,,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA Matte @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Numakers,21,230,235,60,60,20,0,1.027,,,,85,100,1,1,,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA Matte @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Numakers,24,230,235,60,60,20,0,1.027,,,,85,100,1,1,,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA Matte @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Numakers,28,230,235,60,60,20,0,1.027,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA Matte @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Numakers,35,230,235,60,60,20,0,1.027,,,,85,100,1,1,,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA-CF @COREONE,0.4,0.4,0,0,PLA,Numakers,12,220,230,60,60,20,0,1.026,1,,,85,100,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA-CF @COREONE 0.6,0.6,0.6,0,0,PLA,Numakers,14,220,230,60,60,20,0,1.026,1,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA-CF @COREONE 0.8,0.8,0.8,0,0,PLA,Numakers,17,220,230,60,60,20,0,1.026,1,,,85,100,1,1,,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA-CF @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Numakers,18,220,230,60,60,20,0,1.026,1,,,85,100,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA-CF @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Numakers,18,220,230,60,60,20,0,1.026,1,,,85,100,1,1,,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA-CF @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Numakers,25,220,230,60,60,20,0,1.026,1,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA-CF @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Numakers,25,220,230,60,60,20,0,1.026,1,,,85,100,1,1,,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA Wood @COREONE,0.4,0.4,0,0,PLA,Numakers,13,220,230,60,60,20,0,1.027,,,,85,100,1,1,,0.028,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA Wood @COREONE 0.6,0.6,0.6,0,0,PLA,Numakers,15,220,230,60,60,20,0,1.027,,,,85,100,1,1,,0.017,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers PLA Wood @COREONE 0.8,0.8,0.8,0,0,PLA,Numakers,17,220,230,60,60,20,0,1.027,,,,85,100,1,1,,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers ABS @COREONE,0.4,0.4,0,0,ABS,Numakers,15,255,255,110,110,55,40,1.014,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers ABS @COREONE 0.6,0.6,0.6,0,0,ABS,Numakers,15,255,255,110,110,55,40,1.014,,,,15,20,1,0,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers ABS @COREONE 0.8,0.8,0.8,0,0,ABS,Numakers,18,255,255,110,110,55,40,1.014,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers ABS @COREONE HF0.4,HF0.4,0.4,1,0,ABS,Numakers,25,255,255,110,110,55,40,1.014,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Numakers ABS @COREONE HF0.5,HF0.5,0.5,1,0,ABS,Numakers,27,255,255,110,110,55,40,1.014,,,,15,20,1,0,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
